id;customer_id;policy_number;from_fund;from_movement_value;to_fund;to_movement_value;switch_factor;authorised_date
6260;7589;100007589;Equities;2665;Equities;2665;50;2025-06-24
6261;7659;100007659;Al Safwa;1360;Conservative;1360;75;2025-04-02
6262;7675;100007675;Active;1921;Al Safwa;1921;100;2025-09-19
6263;7676;100007676;Diversified;3625;Gold;3625;25;2024-06-21
6264;7698;100007698;USD Growth Saver;2481;EGP AXA10;2481;50;2024-09-02
6265;7711;100007711;Money Market;5873;Conservative;5873;75;2024-11-27
6266;7713;100007713;Money Market;3396;Sama;3396;100;2024-08-16
6267;7714;100007714;USD AXA9;1787;Active;1787;25;2025-09-30
6268;7736;100007736;Sama;569;Growth;569;25;2025-01-22
6269;7762;100007762;Sama;2965;Diversified;2965;25;2024-10-30
6270;7808;100007808;Secure;4766;EGP AXA10;4766;75;2025-02-21
6271;7837;100007837;Equities;5021;Conservative;5021;100;2025-02-05
6272;7894;100007894;Money Market;746;EGX30 ETF;746;25;2025-07-28
6273;7856;100007856;USD Growth Saver;430;Diversified;430;75;2025-05-10
6274;7871;100007871;Gold;1210;Dollar Saver;1210;25;2025-01-05
6275;7875;100007875;Money Market;1288;USD AXA9;1288;25;2024-06-01
6276;7881;100007881;Money Market;3550;Equities;3550;50;2025-10-20
6277;7939;100007939;Diversified;1173;Diversified;1173;25;2025-11-15
6278;8036;100008036;Gold;648;Gold;648;75;2025-08-14
6279;8073;100008073;Diversified;2330;Active;2330;50;2025-11-08
6280;8091;100008091;Secure;3861;Al Safwa;3861;100;2025-10-18
6281;8100;100008100;Equities;4308;Growth;4308;75;2025-04-11
6282;8126;100008126;USD Growth Saver;1588;Dollar Saver;1588;25;2024-02-10
6283;8147;100008147;Growth;1995;Money Market;1995;25;2025-01-03
6284;8179;100008179;Active;1215;Diversified;1215;100;2025-04-12
6285;8186;100008186;Gold;1526;EGP AXA10;1526;75;2025-10-28
6286;8206;100008206;USD Growth Saver;2956;Gold;2956;50;2025-04-25
6287;8276;100008276;Gold;1836;USD Growth Saver;1836;25;2025-03-28
6288;8290;100008290;Active;1473;EGX30 ETF;1473;25;2024-09-09
6289;8296;100008296;Money Market;1803;Sama;1803;50;2024-03-23
6290;8298;100008298;Secure;1794;EGX30 ETF;1794;25;2025-04-29
6291;8320;100008320;Diversified;1562;USD AXA9;1562;75;2025-09-07
6292;8327;100008327;Growth;2939;Dollar Saver;2939;100;2025-02-22
6293;8329;100008329;Equities;1642;Diversified;1642;50;2024-05-22
6294;8342;100008342;Gold;1383;Diversified;1383;50;2025-02-15
6295;8392;100008392;Sama;243;USD Growth Saver;243;75;2025-01-05
6296;8445;100008445;Sama;1363;Growth;1363;50;2024-04-20
6297;8477;100008477;Conservative;1668;Dollar Saver;1668;25;2024-08-19
6298;8480;100008480;Money Market;4391;Diversified;4391;25;2024-10-26
6299;8494;100008494;Al Safwa;1715;Dollar Saver;1715;25;2025-01-18
6300;8499;100008499;USD AXA9;873;Dollar Saver;873;25;2025-06-16
6301;8531;100008531;Diversified;3650;EGX30 ETF;3650;100;2024-09-15
6302;8532;100008532;Diversified;1224;USD AXA9;1224;50;2025-05-23
6303;8629;100008629;USD Growth Saver;3463;Secure;3463;75;2025-02-23
6304;8657;100008657;Al Safwa;4282;Diversified;4282;75;2024-06-27
6305;8682;100008682;Growth;1249;Equities;1249;100;2024-11-19
6306;8712;100008712;Equities;1665;EGX30 ETF;1665;25;2024-11-02
6307;8721;100008721;Gold;1468;Money Market;1468;75;2025-04-17
6308;8737;100008737;Money Market;4160;Growth;4160;50;2024-07-10
6309;8738;100008738;Sama;3134;Dollar Saver;3134;100;2025-12-11
6310;8774;100008774;EGP AXA10;1979;EGP AXA10;1979;25;2024-02-28
6311;8796;100008796;Growth;316;EGP AXA10;316;100;2025-02-18
6312;8822;100008822;Money Market;1052;EGX30 ETF;1052;100;2024-11-21
6313;8845;100008845;Dollar Saver;1673;USD AXA9;1673;100;2025-03-25
6314;8878;100008878;Conservative;5157;Al Safwa;5157;25;2025-10-21
6315;8917;100008917;Money Market;1974;Money Market;1974;25;2025-05-08
6316;8924;100008924;Sama;1489;EGP AXA10;1489;75;2024-09-20
6317;8934;100008934;Equities;1032;Dollar Saver;1032;25;2025-03-07
6318;8964;100008964;EGP AXA10;1213;Active;1213;75;2025-11-26
6319;8993;100008993;USD Growth Saver;1719;USD Growth Saver;1719;75;2024-08-26
6320;8996;100008996;USD Growth Saver;1210;Diversified;1210;25;2025-07-19
6321;8998;100008998;Money Market;2049;Equities;2049;25;2025-01-11
6322;9153;100009153;Dollar Saver;981;EGP AXA10;981;100;2025-05-19
6323;9179;100009179;USD Growth Saver;5905;Money Market;5905;50;2024-08-25
6324;9181;100009181;Sama;821;Dollar Saver;821;75;2024-06-18
6325;9257;100009257;Diversified;2917;EGP AXA10;2917;100;2024-11-23
6326;9322;100009322;Diversified;2369;Money Market;2369;50;2025-03-03
6327;9330;100009330;Dollar Saver;1669;Active;1669;100;2024-04-09
6328;9644;100009644;USD Growth Saver;1675;USD Growth Saver;1675;75;2025-11-20
6329;9341;100009341;Conservative;1187;USD AXA9;1187;100;2024-10-22
6330;9386;100009386;Al Safwa;2074;USD Growth Saver;2074;75;2025-08-02
6331;9463;100009463;Dollar Saver;1149;Equities;1149;75;2025-07-14
6332;9484;100009484;Sama;2645;Secure;2645;25;2025-12-23
6333;9504;100009504;Diversified;4225;USD AXA9;4225;100;2025-09-08
6334;9598;100009598;USD AXA9;5400;Active;5400;100;2024-02-25
6335;9648;100009648;Money Market;1279;Growth;1279;25;2024-08-13
6336;9670;100009670;Money Market;682;Diversified;682;25;2025-06-05
6337;9673;100009673;USD Growth Saver;3857;Secure;3857;25;2025-09-08
6338;9708;100009708;Equities;1692;Active;1692;50;2025-09-09
6339;9783;100009783;Active;2829;USD Growth Saver;2829;50;2024-03-22
6340;9812;100009812;Al Safwa;171;Gold;171;50;2025-09-14
6341;9829;100009829;Active;2040;Growth;2040;100;2024-08-03
6342;9919;100009919;EGP AXA10;387;EGX30 ETF;387;100;2024-08-09
6343;9948;100009948;Growth;1970;USD AXA9;1970;25;2025-08-05
6344;10329;100010329;Dollar Saver;1307;Active;1307;50;2024-08-27
6345;9960;100009960;Equities;1148;Active;1148;25;2024-12-07
6346;9995;100009995;Gold;1774;Al Safwa;1774;100;2024-06-05
6347;10024;100010024;USD AXA9;1773;Conservative;1773;75;2025-11-15
6348;10029;100010029;Diversified;3285;Gold;3285;100;2024-08-21
6349;10087;100010087;Active;1915;Dollar Saver;1915;75;2024-07-18
6350;10113;100010113;EGP AXA10;536;EGX30 ETF;536;100;2025-06-16
6351;10124;100010124;Secure;1781;EGX30 ETF;1781;75;2025-10-15
6352;10150;100010150;EGX30 ETF;735;Al Safwa;735;100;2025-11-20
6353;10170;100010170;Al Safwa;2539;Growth;2539;25;2024-09-09
6354;10172;100010172;Al Safwa;1237;Conservative;1237;100;2025-01-08
6355;10202;100010202;Growth;812;Dollar Saver;812;100;2025-10-10
6356;10289;100010289;Diversified;1270;Sama;1270;50;2024-02-01
6357;10294;100010294;USD Growth Saver;1452;Active;1452;25;2024-08-25
6358;10311;100010311;Equities;1545;Sama;1545;100;2024-10-15
6359;10343;100010343;Al Safwa;2951;Dollar Saver;2951;50;2024-07-30
6360;10397;100010397;EGX30 ETF;1691;Gold;1691;100;2025-06-07
6361;10439;100010439;Al Safwa;1854;Growth;1854;75;2025-08-24
6362;10481;100010481;Gold;1563;Dollar Saver;1563;75;2025-04-12
6363;10484;100010484;Money Market;2672;Money Market;2672;100;2025-09-04
6364;10489;100010489;Secure;2440;Conservative;2440;100;2024-04-10
6365;10501;100010501;Diversified;1340;Gold;1340;25;2025-05-18
6366;10515;100010515;USD AXA9;2509;Sama;2509;25;2025-07-29
6367;10628;100010628;EGP AXA10;1889;USD AXA9;1889;25;2025-12-14
6368;10642;100010642;USD Growth Saver;2987;Money Market;2987;25;2025-06-08
6369;10663;100010663;Al Safwa;744;Secure;744;25;2025-01-05
6370;10694;100010694;Secure;496;Al Safwa;496;50;2025-02-27
6371;10697;100010697;Active;1709;Conservative;1709;25;2025-05-12
6372;10732;100010732;EGP AXA10;2375;Growth;2375;25;2025-04-09
6373;10805;100010805;Equities;1565;Growth;1565;50;2024-05-31
6374;10812;100010812;Equities;2914;Active;2914;25;2024-05-08
6375;10822;100010822;USD AXA9;2475;EGP AXA10;2475;100;2024-11-18
6376;10837;100010837;USD AXA9;6548;Dollar Saver;6548;25;2025-01-11
6377;10860;100010860;Dollar Saver;1348;Dollar Saver;1348;100;2025-11-08
6378;10890;100010890;Active;1890;Money Market;1890;100;2024-07-28
6379;10895;100010895;Sama;509;Secure;509;100;2025-01-12
6380;10907;100010907;USD AXA9;1371;USD AXA9;1371;25;2025-12-16
6381;10928;100010928;EGP AXA10;372;Conservative;372;50;2025-11-04
6382;10957;100010957;Conservative;1382;Growth;1382;50;2024-11-19
6383;10968;100010968;USD Growth Saver;2119;Money Market;2119;50;2024-12-21
6384;10978;100010978;Al Safwa;1031;Equities;1031;25;2025-09-27
6385;10987;100010987;Diversified;1431;USD AXA9;1431;25;2025-02-14
6386;11009;100011009;Gold;1716;EGX30 ETF;1716;100;2024-07-12
6387;11160;100011160;Money Market;1620;Dollar Saver;1620;100;2024-12-02
6388;11175;100011175;USD AXA9;3242;Dollar Saver;3242;25;2024-03-19
6389;11180;100011180;Conservative;2110;Active;2110;75;2024-11-04
6390;11181;100011181;Secure;2344;Sama;2344;75;2025-09-19
6391;12134;100012134;Gold;1975;Sama;1975;25;2025-12-01
6392;11312;100011312;Growth;2909;EGX30 ETF;2909;100;2025-06-04
6393;11353;100011353;Growth;2658;Sama;2658;50;2024-11-11
6394;11358;100011358;USD AXA9;5547;Gold;5547;75;2024-05-22
6395;11397;100011397;USD Growth Saver;634;Diversified;634;25;2024-05-07
6396;11471;100011471;Money Market;1111;Equities;1111;50;2024-03-28
6397;11475;100011475;Money Market;2911;Diversified;2911;100;2024-10-15
6398;11506;100011506;Equities;535;Secure;535;50;2024-12-23
6399;11521;100011521;Sama;2067;EGP AXA10;2067;25;2025-04-20
6400;11530;100011530;Gold;180;EGP AXA10;180;25;2025-09-01
6401;11601;100011601;Al Safwa;1348;USD Growth Saver;1348;100;2025-05-10
6402;11642;100011642;Al Safwa;1656;EGX30 ETF;1656;75;2025-01-26
6403;11643;100011643;EGX30 ETF;1061;EGX30 ETF;1061;100;2024-10-27
6404;11667;100011667;Secure;2184;Active;2184;25;2025-11-25
6405;11712;100011712;Sama;2419;EGP AXA10;2419;25;2025-06-23
6406;11719;100011719;USD Growth Saver;4051;Money Market;4051;100;2025-12-02
6407;11877;100011877;Sama;2536;Gold;2536;25;2024-09-10
6408;11931;100011931;EGX30 ETF;754;Equities;754;100;2025-06-04
6409;11949;100011949;Dollar Saver;454;Active;454;50;2025-05-09
6410;11954;100011954;Conservative;701;Dollar Saver;701;100;2025-07-09
6411;11957;100011957;USD AXA9;453;USD Growth Saver;453;75;2025-02-25
6412;11994;100011994;Secure;1001;Diversified;1001;100;2025-01-11
6413;12008;100012008;Diversified;647;USD AXA9;647;75;2025-02-03
6414;12013;100012013;Growth;2607;EGX30 ETF;2607;50;2024-05-20
6415;12053;100012053;Gold;1105;Money Market;1105;75;2024-09-03
6416;12077;100012077;Conservative;1473;Secure;1473;25;2025-01-29
6417;12092;100012092;USD Growth Saver;2450;Sama;2450;50;2025-12-23
6418;12100;100012100;EGX30 ETF;567;EGX30 ETF;567;25;2025-05-16
6419;12111;100012111;Equities;1808;EGX30 ETF;1808;75;2025-01-29
6420;12136;100012136;Money Market;1705;Dollar Saver;1705;50;2025-11-13
6421;12149;100012149;Gold;1459;Conservative;1459;75;2024-02-12
6422;12755;100012755;EGX30 ETF;1291;Equities;1291;50;2024-04-24
6423;12243;100012243;Al Safwa;5205;USD Growth Saver;5205;100;2025-07-07
6424;12245;100012245;Active;1130;Dollar Saver;1130;75;2024-06-15
6425;12251;100012251;Dollar Saver;2435;Active;2435;50;2025-07-08
6426;12282;100012282;Diversified;1215;Equities;1215;75;2024-07-24
6427;12302;100012302;Conservative;1701;Money Market;1701;50;2025-12-04
6428;12387;100012387;Gold;833;Money Market;833;50;2024-12-24
6429;12494;100012494;Dollar Saver;1663;Gold;1663;50;2025-04-26
6430;12499;100012499;Active;2419;Al Safwa;2419;100;2025-02-16
6431;12545;100012545;Sama;1082;USD AXA9;1082;50;2025-12-13
6432;12565;100012565;Diversified;531;Sama;531;25;2024-10-12
6433;12577;100012577;USD Growth Saver;3233;EGP AXA10;3233;75;2025-05-21
6434;12601;100012601;Secure;1545;Active;1545;75;2024-08-13
6435;12608;100012608;USD AXA9;1659;Active;1659;25;2025-08-18
6436;12613;100012613;Gold;4223;Secure;4223;75;2024-04-04
6437;12622;100012622;Growth;504;Active;504;50;2024-12-29
6438;12638;100012638;Growth;1862;Active;1862;25;2024-12-17
6439;12650;100012650;EGP AXA10;1041;USD Growth Saver;1041;50;2025-01-08
6440;12697;100012697;Equities;4901;Dollar Saver;4901;100;2025-07-09
6441;13671;100013671;Sama;1928;Dollar Saver;1928;25;2025-12-07
6442;12713;100012713;Conservative;760;Al Safwa;760;75;2024-05-31
6443;12760;100012760;Secure;1942;Gold;1942;25;2025-07-11
6444;12772;100012772;Gold;2844;Gold;2844;50;2025-03-25
6445;12776;100012776;Dollar Saver;3258;Sama;3258;75;2025-07-07
6446;12790;100012790;Sama;2600;EGX30 ETF;2600;100;2024-10-26
6447;12828;100012828;Al Safwa;2965;Gold;2965;100;2025-01-09
6448;12848;100012848;Equities;1168;USD AXA9;1168;100;2024-04-29
6449;12883;100012883;Growth;3445;Growth;3445;100;2025-03-07
6450;12888;100012888;Diversified;3928;USD AXA9;3928;50;2024-09-24
6451;12914;100012914;Conservative;1782;Al Safwa;1782;75;2025-09-03
6452;12963;100012963;Secure;5684;Equities;5684;50;2025-02-05
6453;12970;100012970;Dollar Saver;844;USD Growth Saver;844;50;2025-05-18
6454;12971;100012971;Equities;3077;Sama;3077;75;2024-08-04
6455;12978;100012978;EGP AXA10;334;Diversified;334;100;2024-02-20
6456;13026;100013026;USD Growth Saver;872;EGP AXA10;872;50;2024-07-18
6457;13036;100013036;Sama;1019;Money Market;1019;50;2024-03-26
6458;13046;100013046;EGP AXA10;1565;EGX30 ETF;1565;25;2025-12-05
6459;13060;100013060;Gold;826;Equities;826;25;2025-04-18
6460;13129;100013129;USD Growth Saver;2025;Active;2025;75;2025-06-23
6461;13146;100013146;Sama;3105;USD AXA9;3105;50;2024-12-03
6462;13249;100013249;Growth;1347;EGX30 ETF;1347;75;2025-11-26
6463;13304;100013304;Active;1166;Gold;1166;50;2024-09-20
6464;13338;100013338;Money Market;1955;EGX30 ETF;1955;50;2025-08-21
6465;13353;100013353;USD Growth Saver;501;EGX30 ETF;501;50;2025-08-03
6466;13422;100013422;USD AXA9;2636;Gold;2636;75;2025-12-03
6467;13517;100013517;EGP AXA10;1735;Active;1735;100;2025-12-21
6468;13535;100013535;USD AXA9;3467;Conservative;3467;50;2025-11-22
6469;13611;100013611;Diversified;2835;Dollar Saver;2835;100;2025-07-05
6470;13613;100013613;Gold;378;Active;378;100;2024-11-07
6471;13632;100013632;Active;3782;USD AXA9;3782;50;2025-07-16
6472;13643;100013643;Sama;1863;Equities;1863;25;2025-05-16
6473;13655;100013655;Dollar Saver;4963;EGX30 ETF;4963;25;2025-05-04
6474;13716;100013716;EGP AXA10;1193;Conservative;1193;50;2024-09-11
6475;13728;100013728;Sama;180;Al Safwa;180;100;2024-09-24
6476;13730;100013730;Gold;899;Gold;899;50;2025-11-05
6477;13767;100013767;Sama;2532;EGX30 ETF;2532;100;2025-10-06
6478;13810;100013810;Active;515;Conservative;515;50;2025-11-08
6479;13831;100013831;USD Growth Saver;1202;Secure;1202;50;2024-02-11
6480;13853;100013853;USD Growth Saver;988;Diversified;988;50;2025-06-10
6481;13893;100013893;Al Safwa;3733;Dollar Saver;3733;100;2025-07-22
6482;13921;100013921;Money Market;2600;Dollar Saver;2600;100;2025-04-15
6483;13961;100013961;Secure;2786;Money Market;2786;25;2025-12-07
6484;13998;100013998;EGX30 ETF;1622;Gold;1622;100;2025-04-11
6485;14000;100014000;Money Market;5166;Active;5166;100;2024-10-28
6486;14003;100014003;USD Growth Saver;1207;USD Growth Saver;1207;50;2025-05-12
6487;14020;100014020;Equities;430;Active;430;50;2024-04-23
6488;14023;100014023;Secure;1204;EGP AXA10;1204;50;2025-09-10
6489;14024;100014024;Secure;954;Equities;954;25;2024-11-21
6490;14037;100014037;Equities;761;Money Market;761;75;2024-06-08
6491;14040;100014040;Equities;4578;EGP AXA10;4578;75;2024-09-11
6492;14061;100014061;Money Market;1280;Conservative;1280;75;2025-06-18
6493;14064;100014064;EGP AXA10;1988;USD Growth Saver;1988;75;2024-05-23
6494;14099;100014099;Secure;2532;Dollar Saver;2532;100;2024-04-13
6495;14148;100014148;USD Growth Saver;456;EGX30 ETF;456;50;2025-02-21
6496;14174;100014174;Gold;78;Gold;78;25;2024-02-05
6497;14206;100014206;Growth;2034;Secure;2034;25;2024-04-26
6498;14234;100014234;Active;284;Active;284;100;2024-06-15
6499;14247;100014247;Al Safwa;5787;EGP AXA10;5787;25;2025-04-07
6500;14322;100014322;USD Growth Saver;1304;Equities;1304;75;2024-04-28
6501;14341;100014341;Dollar Saver;2297;EGP AXA10;2297;100;2024-09-03
6502;14374;100014374;Equities;356;Money Market;356;100;2025-06-27
6503;14407;100014407;EGX30 ETF;3010;Money Market;3010;25;2025-11-30
6504;14426;100014426;Equities;411;Money Market;411;50;2024-03-02
6505;14434;100014434;Growth;2043;Money Market;2043;50;2024-07-26
6506;14471;100014471;Growth;3874;Gold;3874;75;2025-07-23
6507;14498;100014498;EGP AXA10;1170;Gold;1170;50;2024-04-08
6508;14535;100014535;Diversified;1628;Gold;1628;100;2024-11-11
6509;14543;100014543;Conservative;3597;USD Growth Saver;3597;25;2025-03-26
6510;14545;100014545;Dollar Saver;174;Active;174;100;2025-02-05
6511;14563;100014563;Active;867;Sama;867;50;2024-05-26
6512;14570;100014570;Diversified;3462;Active;3462;75;2025-12-27
6513;14582;100014582;USD AXA9;411;USD Growth Saver;411;25;2025-01-28
6514;14614;100014614;Conservative;421;Money Market;421;100;2025-09-21
6515;14626;100014626;EGP AXA10;3239;Diversified;3239;50;2025-06-13
6516;14631;100014631;Growth;3989;USD AXA9;3989;50;2024-06-21
6517;14652;100014652;Al Safwa;1004;Gold;1004;100;2025-02-09
6518;14659;100014659;Conservative;1771;Secure;1771;50;2025-01-09
6519;14701;100014701;Growth;729;EGP AXA10;729;25;2025-09-13
6520;14708;100014708;Growth;2528;Equities;2528;50;2025-11-03
6521;14740;100014740;EGX30 ETF;699;EGX30 ETF;699;25;2025-03-27
6522;14755;100014755;USD AXA9;855;Equities;855;100;2024-04-14
6523;14759;100014759;Conservative;1106;Secure;1106;25;2025-11-15
6524;14763;100014763;Diversified;397;Secure;397;25;2025-07-31
6525;14767;100014767;Al Safwa;1366;USD Growth Saver;1366;50;2025-07-23
6526;14798;100014798;Equities;1607;Al Safwa;1607;25;2024-08-21
6527;14812;100014812;Diversified;1104;Secure;1104;75;2024-11-26
6528;14836;100014836;Sama;1097;Money Market;1097;25;2025-02-28
6529;14838;100014838;Dollar Saver;2145;Secure;2145;25;2024-06-18
6530;14840;100014840;Al Safwa;941;EGP AXA10;941;75;2024-03-26
6531;14859;100014859;Growth;1691;Equities;1691;75;2025-06-21
6532;15225;100015225;Diversified;1372;Diversified;1372;100;2024-08-11
6533;14896;100014896;Sama;2703;Growth;2703;100;2024-03-27
6534;14920;100014920;Growth;2002;Active;2002;100;2025-11-15
6535;14932;100014932;Money Market;547;Conservative;547;25;2025-07-09
6536;14981;100014981;USD Growth Saver;4070;Al Safwa;4070;25;2024-10-19
6537;15009;100015009;USD AXA9;606;Dollar Saver;606;75;2025-08-07
6538;15035;100015035;Equities;966;Al Safwa;966;100;2024-08-11
6539;15038;100015038;Conservative;567;Dollar Saver;567;75;2025-04-18
6540;15060;100015060;Conservative;1140;USD Growth Saver;1140;100;2024-12-29
6541;15065;100015065;Al Safwa;1428;Conservative;1428;75;2024-04-27
6542;15069;100015069;Gold;593;Dollar Saver;593;75;2024-03-20
6543;15072;100015072;Growth;2038;EGP AXA10;2038;100;2024-03-11
6544;15073;100015073;Diversified;1155;Money Market;1155;75;2024-06-17
6545;15105;100015105;Equities;1750;EGP AXA10;1750;25;2024-07-09
6546;15136;100015136;USD Growth Saver;4324;USD Growth Saver;4324;50;2024-07-17
6547;15156;100015156;Sama;3100;Diversified;3100;75;2025-09-05
6548;15172;100015172;USD Growth Saver;2519;Gold;2519;25;2025-09-24
6549;15193;100015193;Active;2644;Diversified;2644;75;2025-05-06
6550;15221;100015221;EGX30 ETF;4232;Al Safwa;4232;75;2024-10-10
6551;15245;100015245;Al Safwa;2093;Sama;2093;100;2024-06-09
6552;15248;100015248;Active;1575;EGX30 ETF;1575;25;2025-03-29
6553;15292;100015292;Dollar Saver;3661;Secure;3661;50;2025-07-15
6554;15304;100015304;Al Safwa;3494;Al Safwa;3494;75;2025-10-21
6555;15320;100015320;USD AXA9;2389;Growth;2389;50;2024-09-19
6556;15347;100015347;Money Market;2050;Diversified;2050;50;2025-08-07
6557;15372;100015372;EGP AXA10;1612;Equities;1612;75;2025-12-21
6558;15396;100015396;Conservative;622;Equities;622;100;2025-01-31
6559;15397;100015397;Active;3302;Sama;3302;100;2025-02-19
6560;15399;100015399;Growth;1665;Equities;1665;50;2024-10-04
6561;15491;100015491;USD Growth Saver;2284;EGP AXA10;2284;75;2024-09-25
6562;15557;100015557;USD AXA9;2847;USD AXA9;2847;75;2025-10-20
6563;15646;100015646;Dollar Saver;2967;EGX30 ETF;2967;25;2025-12-26
6564;15669;100015669;Equities;3008;USD AXA9;3008;25;2024-03-17
6565;15685;100015685;EGX30 ETF;696;USD Growth Saver;696;50;2025-06-18
6566;15687;100015687;Equities;356;Equities;356;25;2025-12-07
6567;15703;100015703;USD Growth Saver;2129;Al Safwa;2129;25;2025-05-14
6568;15715;100015715;USD Growth Saver;3133;Active;3133;50;2024-10-01
6569;15771;100015771;Sama;1113;Al Safwa;1113;100;2024-03-06
6570;15805;100015805;Al Safwa;3609;Conservative;3609;100;2025-10-08
6571;15873;100015873;USD Growth Saver;359;Sama;359;75;2025-11-28
6572;15878;100015878;Dollar Saver;1991;Dollar Saver;1991;100;2024-03-17
6573;15926;100015926;Al Safwa;609;EGX30 ETF;609;50;2024-11-26
6574;15932;100015932;EGP AXA10;2520;Gold;2520;75;2025-12-23
6575;15952;100015952;USD Growth Saver;187;Conservative;187;50;2024-09-15
6576;16060;100016060;Al Safwa;2765;Gold;2765;100;2025-09-22
6577;16070;100016070;Conservative;556;EGX30 ETF;556;75;2025-08-13
6578;16093;100016093;Active;1089;Secure;1089;100;2025-11-02
6579;16100;100016100;Equities;1177;Conservative;1177;100;2024-03-31
6580;16130;100016130;Diversified;764;Dollar Saver;764;50;2025-08-12
6581;16178;100016178;USD AXA9;2340;Diversified;2340;75;2025-10-23
6582;16201;100016201;Secure;942;USD AXA9;942;100;2024-08-18
6583;16213;100016213;EGX30 ETF;951;EGX30 ETF;951;75;2024-10-19
6584;16228;100016228;Diversified;1713;Diversified;1713;25;2025-03-20
6585;16231;100016231;USD Growth Saver;819;Money Market;819;100;2025-05-22
6586;16274;100016274;Sama;1686;Diversified;1686;25;2024-05-15
6587;16286;100016286;Equities;2430;Al Safwa;2430;50;2024-06-16
6588;16325;100016325;USD AXA9;2855;USD AXA9;2855;100;2024-02-03
6589;16332;100016332;Money Market;1884;Conservative;1884;50;2025-11-02
6590;16333;100016333;EGP AXA10;923;Sama;923;100;2024-06-08
6591;16341;100016341;Equities;3399;Equities;3399;75;2025-09-29
6592;16344;100016344;Al Safwa;2182;Secure;2182;75;2024-02-28
6593;16366;100016366;Diversified;2737;Sama;2737;50;2024-09-26
6594;16380;100016380;Dollar Saver;1902;EGP AXA10;1902;100;2024-12-13
6595;16425;100016425;Al Safwa;3185;Gold;3185;75;2024-12-05
6596;16426;100016426;USD AXA9;583;Dollar Saver;583;50;2024-11-27
6597;16442;100016442;Dollar Saver;2769;Active;2769;50;2025-05-26
6598;16459;100016459;EGP AXA10;2325;Secure;2325;50;2025-04-18
6599;16473;100016473;Secure;1211;Dollar Saver;1211;100;2025-10-05
6600;16621;100016621;Dollar Saver;1919;USD AXA9;1919;50;2025-04-30
6601;16623;100016623;Gold;1222;Dollar Saver;1222;100;2024-11-24
6602;16626;100016626;USD AXA9;771;Gold;771;75;2024-09-17
6603;16636;100016636;Growth;3478;Conservative;3478;75;2024-05-03
6604;16718;100016718;Equities;1000;Money Market;1000;50;2025-02-19
6605;16742;100016742;Growth;443;USD AXA9;443;50;2025-11-03
6606;16756;100016756;Conservative;742;EGX30 ETF;742;75;2024-06-06
6607;16760;100016760;Equities;4900;Dollar Saver;4900;25;2024-04-21
6608;16851;100016851;EGP AXA10;1968;Dollar Saver;1968;50;2025-04-21
6609;16892;100016892;Money Market;2553;Diversified;2553;75;2024-12-01
6610;16894;100016894;USD AXA9;529;Al Safwa;529;25;2025-01-14
6611;16930;100016930;USD AXA9;3180;Growth;3180;100;2024-05-03
6612;16934;100016934;USD AXA9;1688;Equities;1688;100;2024-10-04
6613;16944;100016944;Money Market;2970;Secure;2970;75;2024-03-29
6614;16992;100016992;Dollar Saver;561;Money Market;561;50;2025-01-09
6615;17036;100017036;Dollar Saver;1789;EGX30 ETF;1789;100;2025-08-19
6616;17050;100017050;USD AXA9;4713;USD Growth Saver;4713;75;2025-06-29
6617;17056;100017056;Growth;763;Al Safwa;763;100;2025-10-06
6618;17061;100017061;USD AXA9;2890;Al Safwa;2890;50;2025-02-07
6619;17064;100017064;EGP AXA10;1499;Gold;1499;100;2025-12-16
6620;17074;100017074;Growth;1281;Diversified;1281;50;2025-12-16
6621;17088;100017088;Gold;2373;USD AXA9;2373;75;2025-11-05
6622;17165;100017165;EGX30 ETF;319;Sama;319;75;2024-10-23
6623;17222;100017222;Dollar Saver;1481;Dollar Saver;1481;75;2024-12-27
6624;17225;100017225;Growth;3064;Al Safwa;3064;75;2024-03-03
6625;17231;100017231;Gold;223;Gold;223;25;2025-06-21
6626;17239;100017239;Money Market;1237;Gold;1237;100;2024-09-30
6627;17249;100017249;Secure;436;Sama;436;25;2025-03-21
6628;17273;100017273;Diversified;282;Dollar Saver;282;100;2025-01-05
6629;17306;100017306;EGP AXA10;224;Diversified;224;25;2024-02-20
6630;17323;100017323;Money Market;1557;Secure;1557;25;2024-04-02
6631;17378;100017378;EGP AXA10;1619;USD AXA9;1619;50;2025-08-21
6632;17402;100017402;Diversified;2027;Diversified;2027;25;2024-03-08
6633;17433;100017433;Money Market;1087;EGX30 ETF;1087;75;2024-02-07
6634;17435;100017435;Active;3236;Sama;3236;50;2024-10-09
6635;17446;100017446;Diversified;535;Sama;535;25;2025-08-05
6636;17466;100017466;Money Market;1104;USD AXA9;1104;75;2025-03-27
6637;17482;100017482;Equities;1894;Gold;1894;75;2025-03-19
6638;17485;100017485;USD Growth Saver;1596;Gold;1596;75;2025-03-24
6639;17494;100017494;Money Market;635;Diversified;635;50;2024-10-31
6640;17578;100017578;Active;1547;Sama;1547;25;2025-10-09
6641;17591;100017591;Sama;2584;EGX30 ETF;2584;25;2024-10-31
6642;17604;100017604;Equities;5154;EGX30 ETF;5154;50;2024-12-21
6643;17634;100017634;EGP AXA10;717;Diversified;717;25;2025-05-10
6644;17648;100017648;Diversified;4356;Money Market;4356;25;2024-06-18
6645;17696;100017696;Gold;1870;Al Safwa;1870;100;2024-12-18
