id;customer_id;policy_number;alteration;request_date;effective_date
30435;46051;100046051;Resume Payments;2025-09-21;2025-09-22
30436;46068;100046068;Increase Package;2024-11-01;2024-11-03
30437;46068;100046068;Increase Premium Without Sum insured Amount;2024-07-16;2024-08-01
30438;46068;100046068;Increase Premium;2024-10-14;2024-10-31
30439;46070;100046070;Decrease ULS Term;2025-01-04;2025-01-17
30440;46070;100046070;Add a benefit;2024-10-23;2024-10-27
30441;46070;100046070;Decrease ULS Term;2024-04-16;2024-05-04
30442;46072;100046072;Policy Termination Payment;2024-12-03;2024-12-08
30443;46072;100046072;Increase Premium;2024-11-26;2024-11-27
30444;46072;100046072;Decrease Benefit Sum Insured;2025-11-12;2025-11-24
30445;46074;100046074;Edit Client Source;2025-11-09;2025-11-12
30446;46074;100046074;Change Personal Information;2024-07-20;2024-08-05
30447;46074;100046074;Remove Indexation;2024-09-19;2024-09-23
30448;46088;100046088;Increase ULS Term;2024-07-12;2024-07-17
30449;46088;100046088;Change Frequency;2025-07-11;2025-07-11
30450;46088;100046088;Change Payment Method;2025-07-11;2025-07-24
30451;46106;100046106;Decline Indexation;2025-04-11;2025-04-29
30452;46106;100046106;Change Index Fixed Value;2025-02-26;2025-03-05
30453;46106;100046106;Change Bank Detail Information;2025-02-08;2025-02-20
30454;46129;100046129;Change Personal Information;2025-10-06;2025-10-14
30455;46129;100046129;Change Payer;2024-05-07;2024-05-12
30456;46129;100046129;Unsuspend Premium Collection;2025-06-30;2025-07-16
30457;46144;100046144;Change Payer;2025-05-24;2025-06-08
30458;46144;100046144;Cancel Benefit;2025-02-16;2025-03-07
30459;46144;100046144;Policy Ownership Assignment;2025-01-09;2025-01-23
30460;46156;100046156;Edit Client Source;2025-02-09;2025-02-23
30461;46156;100046156;Change Nominated Child without Term;2025-10-04;2025-10-07
30462;46156;100046156;Decline Indexation;2025-04-06;2025-04-09
30463;46157;100046157;Decrease ULS Term;2024-05-30;2024-06-16
30464;46157;100046157;Decrease Premium;2024-07-31;2024-08-05
30465;46157;100046157;Decrease Premium;2024-05-11;2024-05-15
30466;46175;100046175;Increase ULS Term;2024-02-04;2024-02-18
30467;46175;100046175;Change Beneficiaries;2024-07-20;2024-07-31
30468;46175;100046175;Extend Term;2025-06-19;2025-06-22
30469;46176;100046176;Decrease Benefit Sum Insured;2024-06-22;2024-06-25
30470;46176;100046176;Policy Termination Payment;2025-08-14;2025-09-02
30471;46176;100046176;Reinstate ULS;2025-09-06;2025-09-10
30472;46183;100046183;Increase Premium Without Sum insured Amount;2025-08-25;2025-09-06
30473;46183;100046183;Policy Termination Payment;2024-10-29;2024-11-10
30474;46183;100046183;Change Payer;2024-06-13;2024-06-17
30475;46190;100046190;Decrease ULS Term;2024-08-15;2024-08-29
30476;46190;100046190;Change Spouse Information;2024-09-15;2024-09-24
30477;46190;100046190;Remove Indexation;2025-01-13;2025-01-13
30478;46205;100046205;Change Nominated Child & Term;2024-12-02;2024-12-12
30479;46205;100046205;Resume Payments;2025-10-24;2025-11-09
30480;46205;100046205;Decline Indexation;2024-05-22;2024-06-06
30481;46206;100046206;Change Bank Detail Information;2025-03-28;2025-04-16
30482;46206;100046206;Decrease Premium;2025-11-05;2025-11-22
30483;46206;100046206;Increase ULS Term;2025-12-26;2025-12-27
30484;46212;100046212;Increase Premium;2024-02-05;2024-02-07
30485;46212;100046212;Increase Package;2024-02-28;2024-03-14
30486;46212;100046212;Increase Benefit Sum Insured;2024-07-26;2024-08-09
30487;46214;100046214;Change Payer;2024-02-22;2024-02-28
30488;46214;100046214;Change Beneficiaries;2024-03-28;2024-04-08
30489;46214;100046214;Resume Payments;2024-10-05;2024-10-23
30490;46215;100046215;Extend Term;2024-09-23;2024-10-03
30491;46215;100046215;Suspend Premium Collection;2024-04-29;2024-04-30
30492;46215;100046215;Decrease ULS Term;2024-05-31;2024-06-08
30493;46216;100046216;Decrease Premium;2024-12-12;2024-12-16
30494;46216;100046216;Decrease Premium;2024-10-30;2024-11-11
30495;46216;100046216;Change Bank Detail Information;2024-04-01;2024-04-01
30496;46252;100046252;Change Personal Information;2024-08-01;2024-08-19
30497;46252;100046252;Premium Cessation;2024-06-14;2024-06-28
30498;46252;100046252;Change Index Type;2024-11-03;2024-11-20
30499;46260;100046260;Change Beneficiaries;2025-03-17;2025-03-25
30500;46260;100046260;Remove Indexation;2025-11-17;2025-11-22
30501;46260;100046260;Decline Indexation;2025-01-07;2025-01-21
30502;46289;100046289;Change Payment Method;2024-11-18;2024-12-06
30503;46289;100046289;Decrease Package;2024-03-04;2024-03-11
30504;46289;100046289;Reinstate ULS;2024-12-12;2024-12-24
30505;46293;100046293;Edit Client Source;2024-07-31;2024-08-10
30506;46293;100046293;Change Bank Detail Information;2024-05-26;2024-06-06
30507;46293;100046293;Suspend Premium Collection;2025-06-25;2025-06-27
30508;46312;100046312;Add a benefit;2024-05-07;2024-05-17
30509;46312;100046312;Decrease Premium Without Sum insured Amount;2025-11-27;2025-12-05
30510;46312;100046312;Increase Package;2024-07-03;2024-07-07
30511;46337;100046337;Change Payer;2025-11-06;2025-11-22
30512;46337;100046337;Increase Benefit Sum Insured;2025-08-13;2025-08-22
30513;46337;100046337;Change Payer;2024-11-04;2024-11-11
30514;46379;100046379;Increase Premium;2024-08-27;2024-08-28
30515;46379;100046379;Decrease ULS Term;2025-06-27;2025-06-27
30516;46379;100046379;Add a benefit;2024-04-23;2024-04-30
30517;46380;100046380;Add Indexation;2024-02-16;2024-02-28
30518;46380;100046380;Increase Package;2025-04-20;2025-04-24
30519;46380;100046380;Increase Premium Without Sum insured Amount;2024-12-06;2024-12-11
30520;46385;100046385;Increase Package;2025-04-01;2025-04-05
30521;46385;100046385;Policy Ownership Assignment;2024-12-01;2024-12-13
30522;46385;100046385;Change Client Name;2024-04-28;2024-05-10
30523;46386;100046386;Decrease Premium Without Sum insured Amount;2024-12-04;2024-12-23
30524;46386;100046386;Change Frequency;2025-08-29;2025-09-10
30525;46386;100046386;Change Personal Information;2024-12-07;2024-12-16
30526;46390;100046390;Extend Term;2024-12-19;2024-12-26
30527;46390;100046390;Change Beneficiaries;2025-03-21;2025-04-03
30528;46390;100046390;Reinstate ULS Benefits;2024-10-21;2024-10-22
30529;46400;100046400;Change Frequency;2025-12-08;2025-12-12
30530;46400;100046400;Change Personal Information;2025-08-13;2025-08-29
30531;46400;100046400;Reinstate ULS;2024-11-15;2024-11-30
30532;46409;100046409;Change Beneficiaries;2024-09-16;2024-10-05
30533;46409;100046409;Change Nominated Child & Term;2024-12-17;2025-01-02
30534;46409;100046409;Increase ULS Term;2025-08-01;2025-08-09
30535;46441;100046441;Change Frequency;2025-09-30;2025-10-04
30536;46441;100046441;Change Client Name;2025-03-20;2025-04-07
30537;46441;100046441;Change Address;2024-06-28;2024-06-28
30538;46445;100046445;Add a benefit;2025-11-29;2025-12-08
30539;46445;100046445;Add a benefit;2025-08-05;2025-08-10
30540;46445;100046445;Change Beneficiaries;2025-09-22;2025-09-26
30541;46448;100046448;Change Spouse Information;2025-12-06;2025-12-13
30542;46448;100046448;Increase Premium Without Sum insured Amount;2025-11-12;2025-11-14
30543;46448;100046448;Reinstate ULS Benefits;2025-06-10;2025-06-22
30544;46461;100046461;Change Nominated Child without Term;2025-05-08;2025-05-15
30545;46461;100046461;Change Index Type;2025-06-28;2025-07-06
30546;46461;100046461;Change Spouse Information;2025-07-19;2025-08-07
30547;46481;100046481;Decrease Premium;2025-05-16;2025-05-18
30548;46481;100046481;Change Index Type;2025-08-17;2025-08-25
30549;46481;100046481;Decrease Premium;2025-12-07;2025-12-22
30550;46492;100046492;Policy Ownership Assignment;2025-10-12;2025-10-30
30551;46492;100046492;Change Payment Method;2024-05-24;2024-06-07
30552;46492;100046492;Change Index Fixed Value;2025-04-23;2025-05-06
30553;47526;100047526;Remove Indexation;2024-04-28;2024-05-02
30554;47526;100047526;Suspend Premium Collection;2024-07-05;2024-07-21
30555;47526;100047526;Change Address;2025-10-17;2025-11-01
30556;46541;100046541;Decrease Premium Without Sum insured Amount;2025-05-12;2025-05-29
30557;46541;100046541;Change Frequency;2025-06-08;2025-06-26
30558;46541;100046541;Change Payment Method;2025-03-19;2025-03-23
30559;46544;100046544;Change Index Type;2024-07-15;2024-07-24
30560;46544;100046544;Increase ULS Term;2025-06-25;2025-07-14
30561;46544;100046544;Decrease Package;2025-03-17;2025-04-02
30562;46553;100046553;Decrease Premium;2024-07-09;2024-07-11
30563;46553;100046553;Increase ULS Term;2024-10-20;2024-10-30
30564;46553;100046553;Change Beneficiaries;2025-10-13;2025-10-18
30565;46554;100046554;Suspend Premium Collection;2025-08-19;2025-08-28
30566;46554;100046554;Decrease ULS Term;2024-08-22;2024-08-22
30567;46554;100046554;Change Bank Detail Information;2025-02-20;2025-02-28
30568;46558;100046558;Increase Package;2025-09-12;2025-09-13
30569;46558;100046558;Policy Ownership Assignment;2025-06-06;2025-06-21
30570;46558;100046558;Change Nominated Child & Term;2024-09-11;2024-09-11
30571;46559;100046559;Policy Ownership Assignment;2025-11-28;2025-12-11
30572;46559;100046559;Decrease ULS Term;2024-08-26;2024-09-14
30573;46559;100046559;Add Indexation;2025-06-16;2025-06-24
30574;46564;100046564;Change Nominated Child & Term;2024-05-10;2024-05-22
30575;46564;100046564;Increase Premium;2024-03-29;2024-04-17
30576;46564;100046564;Decrease Package;2025-06-05;2025-06-06
30577;46575;100046575;Change Product;2025-10-05;2025-10-20
30578;46575;100046575;Policy Termination Payment;2024-09-12;2024-09-21
30579;46575;100046575;Increase Package;2025-12-18;2025-12-30
30580;46580;100046580;Decrease Premium;2024-06-28;2024-07-08
30581;46580;100046580;Reinstate ULS Benefits;2024-09-05;2024-09-09
30582;46580;100046580;Resume Payments;2025-06-19;2025-07-07
30583;46581;100046581;Change Index Type;2024-05-03;2024-05-05
30584;46581;100046581;Add Indexation;2024-07-05;2024-07-24
30585;46581;100046581;Increase Premium Without Sum insured Amount;2025-12-19;2025-12-20
30586;46584;100046584;Decrease Package;2024-12-08;2024-12-26
30587;46584;100046584;Premium Cessation;2024-06-10;2024-06-25
30588;46584;100046584;Change Index Type;2025-04-21;2025-04-26
30589;46586;100046586;Change Personal Information;2024-03-25;2024-04-06
30590;46586;100046586;Policy Ownership Assignment;2025-04-20;2025-05-03
30591;46586;100046586;Change Beneficiaries;2024-11-04;2024-11-22
30592;46591;100046591;Suspend Premium Collection;2025-12-09;2025-12-14
30593;46591;100046591;Change Payment Method;2025-06-04;2025-06-14
30594;46591;100046591;Change Client Name;2025-10-09;2025-10-28
30595;46605;100046605;Change Product;2025-01-08;2025-01-10
30596;46605;100046605;Resume Payments;2024-05-20;2024-06-02
30597;46605;100046605;Change Index Type;2025-06-30;2025-07-15
30598;46618;100046618;Decrease Benefit Sum Insured;2024-12-16;2024-12-18
30599;46618;100046618;Increase Benefit Sum Insured;2024-10-06;2024-10-11
30600;46618;100046618;Decrease Premium Without Sum insured Amount;2024-08-28;2024-08-28
30601;46622;100046622;Decrease Benefit Sum Insured;2024-02-17;2024-02-29
30602;46622;100046622;Increase ULS Term;2024-11-15;2024-11-23
30603;46622;100046622;Add a benefit;2024-05-13;2024-05-27
30604;46626;100046626;Policy Termination Payment;2024-11-06;2024-11-14
30605;46626;100046626;Increase Benefit Sum Insured;2025-10-27;2025-11-14
30606;46626;100046626;Unsuspend Premium Collection;2025-12-18;2026-01-06
30607;46628;100046628;Decrease Package;2025-02-09;2025-02-19
30608;46628;100046628;Resume Payments;2025-07-11;2025-07-15
30609;46628;100046628;Change Index Type;2025-02-01;2025-02-17
30610;46633;100046633;Cancel Benefit;2025-09-12;2025-09-15
30611;46633;100046633;Change Address;2024-08-04;2024-08-16
30612;46633;100046633;Policy Termination Payment;2024-03-24;2024-04-05
30613;46639;100046639;Decline Indexation;2025-12-14;2025-12-14
30614;46639;100046639;Change Bank Detail Information;2024-05-09;2024-05-24
30615;46639;100046639;Policy Ownership Assignment;2024-03-16;2024-03-25
30616;47603;100047603;Decrease ULS Term;2024-07-22;2024-07-27
30617;47603;100047603;Decrease Package;2025-11-13;2025-11-29
30618;47603;100047603;Suspend Premium Collection;2025-11-19;2025-11-28
30619;46645;100046645;Premium Cessation;2024-12-22;2024-12-29
30620;46645;100046645;Change Client Name;2024-11-19;2024-12-04
30621;46645;100046645;Policy Termination Payment;2025-11-04;2025-11-10
30622;46647;100046647;Increase Package;2025-10-31;2025-11-01
30623;46647;100046647;Increase Package;2025-05-10;2025-05-27
30624;46647;100046647;Change Bank Detail Information;2025-02-06;2025-02-17
30625;46659;100046659;Suspend Premium Collection;2025-03-27;2025-04-04
30626;46659;100046659;Decrease ULS Term;2024-04-19;2024-05-08
30627;46659;100046659;Reinstate ULS;2024-09-08;2024-09-09
30628;46667;100046667;Change Nominated Child without Term;2024-07-29;2024-08-15
30629;46667;100046667;Decrease Benefit Sum Insured;2025-12-07;2025-12-09
30630;46667;100046667;Policy Termination Payment;2025-04-10;2025-04-12
30631;46671;100046671;Change Nominated Child without Term;2024-11-16;2024-12-03
30632;46671;100046671;Decline Indexation;2024-04-14;2024-04-14
30633;46671;100046671;Extend Term;2025-11-25;2025-12-05
30634;46679;100046679;Change Spouse Information;2024-10-15;2024-10-25
30635;46679;100046679;Change Address;2025-05-14;2025-05-14
30636;46679;100046679;Decrease Premium Without Sum insured Amount;2025-07-01;2025-07-07
30637;46698;100046698;Decrease Premium;2025-11-21;2025-11-24
30638;46698;100046698;Unsuspend Premium Collection;2024-06-27;2024-07-07
30639;46698;100046698;Change Frequency;2024-07-18;2024-07-30
30640;46700;100046700;Change Index Type;2025-05-08;2025-05-22
30641;46700;100046700;Add a benefit;2025-05-11;2025-05-12
30642;46700;100046700;Increase Premium;2025-02-25;2025-03-02
30643;46710;100046710;Reinstate ULS;2025-05-23;2025-06-07
30644;46710;100046710;Resume Payments;2025-09-26;2025-10-10
30645;46710;100046710;Increase Benefit Sum Insured;2024-09-22;2024-10-03
30646;46725;100046725;Change Index Type;2024-04-02;2024-04-15
30647;46725;100046725;Add Indexation;2025-10-06;2025-10-25
30648;46725;100046725;Increase Package;2025-01-03;2025-01-07
30649;46728;100046728;Decrease Premium Without Sum insured Amount;2025-09-18;2025-09-20
30650;46728;100046728;Cancel Benefit;2025-11-29;2025-12-01
30651;46728;100046728;Suspend Premium Collection;2025-04-03;2025-04-21
30652;46735;100046735;Increase Premium Without Sum insured Amount;2024-03-02;2024-03-02
30653;46735;100046735;Change Spouse Information;2024-12-12;2024-12-12
30654;46735;100046735;Change Nominated Child & Term;2024-10-28;2024-10-30
30655;46745;100046745;Premium Cessation;2025-07-12;2025-07-17
30656;46745;100046745;Edit Client Source;2025-04-22;2025-04-25
30657;46745;100046745;Increase Package;2024-04-29;2024-05-03
30658;46747;100046747;Decrease Premium Without Sum insured Amount;2024-02-29;2024-03-16
30659;46747;100046747;Change Product;2024-11-19;2024-11-26
30660;46747;100046747;Increase Premium;2025-04-14;2025-04-28
30661;46754;100046754;Decline Indexation;2025-06-26;2025-07-03
30662;46754;100046754;Cancel Benefit;2025-04-03;2025-04-10
30663;46754;100046754;Decline Indexation;2024-07-21;2024-07-25
30664;46769;100046769;Change Personal Information;2024-09-05;2024-09-06
30665;46769;100046769;Decrease Package;2024-11-18;2024-12-04
30666;46769;100046769;Change Spouse Information;2025-12-23;2025-12-25
30667;46773;100046773;Unsuspend Premium Collection;2024-09-04;2024-09-15
30668;46773;100046773;Decrease Premium Without Sum insured Amount;2025-04-12;2025-04-28
30669;46773;100046773;Suspend Premium Collection;2025-04-22;2025-04-26
30670;46777;100046777;Increase Premium;2025-04-21;2025-05-06
30671;46777;100046777;Reinstate ULS;2025-05-04;2025-05-22
30672;46777;100046777;Change Product;2024-11-09;2024-11-18
30673;46791;100046791;Change Client Name;2025-06-04;2025-06-23
30674;46791;100046791;Add a benefit;2025-06-05;2025-06-18
30675;46791;100046791;Change Index Fixed Value;2025-04-26;2025-04-27
30676;46801;100046801;Change Nominated Child without Term;2025-01-16;2025-02-01
30677;46801;100046801;Reinstate ULS Benefits;2025-10-26;2025-11-11
30678;46801;100046801;Cancel Benefit;2025-04-10;2025-04-29
30679;46802;100046802;Change Bank Detail Information;2025-05-17;2025-06-01
30680;46802;100046802;Resume Payments;2024-07-15;2024-07-21
30681;46802;100046802;Suspend Premium Collection;2024-10-14;2024-10-30
30682;46841;100046841;Decline Indexation;2024-10-29;2024-11-17
30683;46841;100046841;Policy Termination Payment;2025-12-09;2025-12-28
30684;46841;100046841;Decrease Premium;2024-02-18;2024-02-22
30685;46842;100046842;Premium Cessation;2025-09-26;2025-10-10
30686;46842;100046842;Add Indexation;2025-07-02;2025-07-05
30687;46842;100046842;Change Personal Information;2025-07-09;2025-07-09
30688;46856;100046856;Decrease Premium;2024-08-22;2024-08-23
30689;46856;100046856;Decrease Benefit Sum Insured;2024-10-05;2024-10-10
30690;46856;100046856;Change Payment Method;2025-05-15;2025-05-24
30691;46865;100046865;Change Address;2025-12-15;2025-12-15
30692;46865;100046865;Change Nominated Child without Term;2025-08-28;2025-09-07
30693;46865;100046865;Cancel Benefit;2024-05-05;2024-05-16
30694;46868;100046868;Unsuspend Premium Collection;2025-02-16;2025-02-21
30695;46868;100046868;Unsuspend Premium Collection;2024-07-04;2024-07-07
30696;46868;100046868;Increase Premium Without Sum insured Amount;2024-12-05;2024-12-20
30697;46880;100046880;Decrease Premium Without Sum insured Amount;2024-03-23;2024-04-08
30698;46880;100046880;Policy Termination Payment;2024-11-13;2024-11-25
30699;46880;100046880;Increase Premium;2025-10-26;2025-11-05
30700;46891;100046891;Premium Cessation;2025-09-12;2025-09-30
30701;46891;100046891;Change Frequency;2024-09-16;2024-09-30
30702;46891;100046891;Premium Cessation;2025-03-13;2025-03-26
30703;46896;100046896;Decrease Premium Without Sum insured Amount;2025-04-14;2025-04-20
30704;46896;100046896;Decrease Benefit Sum Insured;2024-10-22;2024-11-01
30705;46896;100046896;Change Index Type;2024-12-29;2025-01-04
30706;46901;100046901;Change Index Type;2024-02-24;2024-03-02
30707;46901;100046901;Reinstate ULS Benefits;2024-10-19;2024-10-19
30708;46901;100046901;Change Payment Method;2025-02-08;2025-02-22
30709;46905;100046905;Change Address;2025-09-01;2025-09-06
30710;46905;100046905;Change Beneficiaries;2024-12-07;2024-12-22
30711;46905;100046905;Decline Indexation;2025-08-14;2025-08-14
30712;46907;100046907;Cancel Benefit;2024-08-11;2024-08-21
30713;46907;100046907;Resume Payments;2025-05-22;2025-06-04
30714;46907;100046907;Change Beneficiaries;2024-10-04;2024-10-04
30715;46929;100046929;Decrease Benefit Sum Insured;2024-08-12;2024-08-30
30716;46929;100046929;Change Frequency;2025-10-25;2025-11-10
30717;46929;100046929;Change Beneficiaries;2025-08-25;2025-09-10
30718;46931;100046931;Change Nominated Child without Term;2025-03-18;2025-03-28
30719;46931;100046931;Reinstate ULS;2025-03-27;2025-04-05
30720;46931;100046931;Unsuspend Premium Collection;2024-05-19;2024-06-02
30721;46935;100046935;Change Personal Information;2024-12-02;2024-12-17
30722;46935;100046935;Decrease Benefit Sum Insured;2025-06-30;2025-07-01
30723;46935;100046935;Change Index Type;2025-10-14;2025-10-15
30724;46954;100046954;Add Indexation;2024-03-12;2024-03-23
30725;46954;100046954;Decrease Benefit Sum Insured;2025-01-03;2025-01-09
30726;46954;100046954;Change Index Fixed Value;2025-01-13;2025-01-16
30727;46963;100046963;Extend Term;2024-09-29;2024-09-30
30728;46963;100046963;Policy Ownership Assignment;2025-06-28;2025-07-02
30729;46963;100046963;Change Beneficiaries;2024-07-18;2024-07-23
30730;46982;100046982;Change Payment Method;2025-10-30;2025-11-03
30731;46982;100046982;Change Index Type;2025-12-24;2026-01-03
30732;46982;100046982;Decrease Benefit Sum Insured;2024-05-04;2024-05-16
30733;46994;100046994;Change Address;2025-04-23;2025-04-30
30734;46994;100046994;Change Client Name;2025-01-10;2025-01-27
30735;46994;100046994;Add Indexation;2024-03-28;2024-03-29
30736;46997;100046997;Decrease Premium Without Sum insured Amount;2024-03-02;2024-03-14
30737;46997;100046997;Change Payer;2024-11-28;2024-12-01
30738;46997;100046997;Change Index Type;2025-08-24;2025-08-30
30739;47001;100047001;Increase Premium;2025-04-10;2025-04-15
30740;47001;100047001;Change Payment Method;2024-04-17;2024-04-28
30741;47001;100047001;Decline Indexation;2024-08-06;2024-08-17
30742;47013;100047013;Decline Indexation;2025-07-08;2025-07-10
30743;47013;100047013;Increase Premium;2024-11-28;2024-12-06
30744;47013;100047013;Change Address;2024-04-11;2024-04-24
30745;47021;100047021;Change Address;2024-08-20;2024-09-04
30746;47021;100047021;Increase Package;2024-10-16;2024-11-03
30747;47021;100047021;Remove Indexation;2024-11-11;2024-11-18
30748;47023;100047023;Reinstate ULS Benefits;2025-03-09;2025-03-24
30749;47023;100047023;Resume Payments;2025-11-22;2025-12-09
30750;47023;100047023;Change Frequency;2024-05-29;2024-06-12
30751;47025;100047025;Reinstate ULS Benefits;2025-02-21;2025-03-10
30752;47025;100047025;Change Address;2024-02-28;2024-03-07
30753;47025;100047025;Edit Client Source;2024-07-07;2024-07-14
30754;47029;100047029;Change Payer;2024-03-05;2024-03-22
30755;47029;100047029;Reinstate ULS Benefits;2025-01-19;2025-01-29
30756;47029;100047029;Change Address;2025-06-18;2025-06-20
30757;47031;100047031;Change Address;2024-10-18;2024-11-06
30758;47031;100047031;Increase Premium;2024-03-27;2024-04-06
30759;47031;100047031;Change Personal Information;2025-04-16;2025-05-05
30760;47042;100047042;Policy Termination Payment;2024-08-25;2024-08-31
30761;47042;100047042;Change Address;2024-03-09;2024-03-26
30762;47042;100047042;Reinstate ULS;2025-08-26;2025-09-11
30763;47044;100047044;Reinstate ULS Benefits;2024-09-17;2024-09-26
30764;47044;100047044;Change Frequency;2025-02-09;2025-02-19
30765;47044;100047044;Change Payment Method;2024-02-01;2024-02-13
30766;47046;100047046;Decrease Benefit Sum Insured;2025-08-28;2025-09-04
30767;47046;100047046;Change Client Name;2024-11-19;2024-12-08
30768;47046;100047046;Change Frequency;2024-02-19;2024-02-19
30769;47049;100047049;Increase ULS Term;2025-09-23;2025-09-25
30770;47049;100047049;Edit Client Source;2024-09-04;2024-09-15
30771;47049;100047049;Change Index Type;2024-02-09;2024-02-23
30772;47066;100047066;Increase ULS Term;2025-07-16;2025-07-22
30773;47066;100047066;Change Nominated Child without Term;2024-07-09;2024-07-10
30774;47066;100047066;Change Beneficiaries;2024-12-13;2024-12-22
30775;47076;100047076;Policy Termination Payment;2024-06-18;2024-07-02
30776;47076;100047076;Change Payer;2024-09-01;2024-09-15
30777;47076;100047076;Policy Termination Payment;2025-07-15;2025-07-29
30778;47081;100047081;Increase Benefit Sum Insured;2024-06-27;2024-07-15
30779;47081;100047081;Add Indexation;2024-11-14;2024-11-30
30780;47081;100047081;Decrease Package;2025-10-24;2025-10-24
30781;47089;100047089;Decline Indexation;2024-11-14;2024-11-18
30782;47089;100047089;Change Frequency;2024-05-30;2024-06-18
30783;47089;100047089;Increase Premium Without Sum insured Amount;2024-09-21;2024-09-29
30784;47091;100047091;Change Bank Detail Information;2024-04-27;2024-05-13
30785;47091;100047091;Cancel Benefit;2024-11-02;2024-11-05
30786;47091;100047091;Suspend Premium Collection;2024-07-21;2024-07-30
30787;47096;100047096;Edit Client Source;2024-09-21;2024-10-02
30788;47096;100047096;Add a benefit;2025-06-05;2025-06-08
30789;47096;100047096;Reinstate ULS Benefits;2024-04-18;2024-04-29
30790;47102;100047102;Change Payment Method;2024-10-12;2024-10-22
30791;47102;100047102;Decrease Premium;2024-04-05;2024-04-19
30792;47102;100047102;Decrease Premium Without Sum insured Amount;2024-09-11;2024-09-22
30793;47106;100047106;Decrease ULS Term;2024-07-14;2024-07-19
30794;47106;100047106;Change Nominated Child & Term;2025-10-26;2025-11-09
30795;47106;100047106;Change Personal Information;2025-06-03;2025-06-09
30796;47116;100047116;Increase Benefit Sum Insured;2024-05-15;2024-05-31
30797;47116;100047116;Policy Termination Payment;2025-10-29;2025-11-08
30798;47116;100047116;Add a benefit;2024-09-17;2024-09-23
30799;47118;100047118;Reinstate ULS Benefits;2024-03-23;2024-04-03
30800;47118;100047118;Policy Termination Payment;2024-05-13;2024-05-27
30801;47118;100047118;Decrease Benefit Sum Insured;2024-12-09;2024-12-21
30802;47122;100047122;Extend Term;2024-10-15;2024-10-31
30803;47122;100047122;Increase Premium;2024-07-12;2024-07-25
30804;47122;100047122;Unsuspend Premium Collection;2025-10-24;2025-10-29
30805;47130;100047130;Change Index Fixed Value;2025-10-17;2025-10-23
30806;47130;100047130;Change Nominated Child & Term;2025-12-15;2025-12-15
30807;47130;100047130;Edit Client Source;2025-06-01;2025-06-07
30808;47136;100047136;Reinstate ULS;2024-03-24;2024-04-02
30809;47136;100047136;Change Bank Detail Information;2025-02-17;2025-02-28
30810;47136;100047136;Premium Cessation;2024-03-23;2024-03-27
30811;47138;100047138;Policy Termination Payment;2025-01-20;2025-01-23
30812;47138;100047138;Change Index Fixed Value;2025-05-26;2025-06-04
30813;47138;100047138;Decrease Benefit Sum Insured;2025-08-23;2025-08-28
30814;47144;100047144;Change Beneficiaries;2024-12-12;2024-12-24
30815;47144;100047144;Extend Term;2025-02-03;2025-02-20
30816;47144;100047144;Change Nominated Child & Term;2024-08-12;2024-08-26
30817;47156;100047156;Change Product;2025-05-04;2025-05-04
30818;47156;100047156;Change Spouse Information;2025-03-31;2025-04-03
30819;47156;100047156;Policy Termination Payment;2025-10-23;2025-10-29
30820;47164;100047164;Decrease Benefit Sum Insured;2024-10-12;2024-10-29
30821;47164;100047164;Premium Cessation;2025-06-10;2025-06-22
30822;47164;100047164;Change Index Fixed Value;2024-06-06;2024-06-13
30823;47168;100047168;Reinstate ULS Benefits;2024-07-07;2024-07-20
30824;47168;100047168;Change Payer;2025-04-26;2025-05-08
30825;47168;100047168;Change Index Type;2025-04-23;2025-05-09
30826;47178;100047178;Policy Ownership Assignment;2025-01-05;2025-01-10
30827;47178;100047178;Change Beneficiaries;2025-07-05;2025-07-14
30828;47178;100047178;Resume Payments;2025-08-04;2025-08-15
30829;47184;100047184;Change Client Name;2025-11-21;2025-12-05
30830;47184;100047184;Resume Payments;2025-01-29;2025-01-31
30831;47184;100047184;Increase Premium Without Sum insured Amount;2025-08-05;2025-08-06
30832;47193;100047193;Decrease ULS Term;2024-04-13;2024-04-14
30833;47193;100047193;Cancel Benefit;2024-12-28;2025-01-05
30834;47193;100047193;Increase Premium;2025-11-23;2025-12-05
30835;47210;100047210;Change Product;2024-09-20;2024-09-24
30836;47210;100047210;Change Product;2024-02-28;2024-03-12
30837;47210;100047210;Premium Cessation;2025-07-18;2025-07-27
30838;47234;100047234;Policy Termination Payment;2024-07-19;2024-07-26
30839;47234;100047234;Change Product;2025-05-09;2025-05-27
30840;47234;100047234;Edit Client Source;2024-06-09;2024-06-12
30841;47248;100047248;Change Beneficiaries;2025-06-20;2025-06-28
30842;47248;100047248;Change Product;2024-09-27;2024-10-15
30843;47248;100047248;Change Address;2024-03-29;2024-04-12
30844;47256;100047256;Reinstate ULS Benefits;2024-05-08;2024-05-13
30845;47256;100047256;Change Payer;2024-08-25;2024-09-04
30846;47256;100047256;Increase ULS Term;2024-06-24;2024-06-25
30847;47268;100047268;Reinstate ULS;2025-05-16;2025-05-19
30848;47268;100047268;Decrease Premium;2024-04-15;2024-04-26
30849;47268;100047268;Change Spouse Information;2024-08-15;2024-09-02
30850;47283;100047283;Change Address;2025-11-05;2025-11-23
30851;47283;100047283;Suspend Premium Collection;2025-09-16;2025-09-25
30852;47283;100047283;Policy Termination Payment;2025-12-22;2025-12-22
30853;47299;100047299;Increase Premium;2024-04-10;2024-04-24
